INFO;2025-06-24 14:17:11;PLC_C;System running normally; ;WARN;104;1062;1602135673;25
INFO;2025-06-24 14:17:10;PLC_C;System running normally; ;ERR;115;1016;890154572;48
INFO;2025-06-24 14:17:09;PLC_C;System running normally; ;OK;108;1043;215078537;31
INFO;2025-06-24 14:17:08;PLC_D;System running normally; ;OK;102;1010;68507921;86
INFO;2025-06-24 14:17:07;PLC_B;System running normally; ;OK;101;1033;1900517865;73
ERROR;2025-06-24 14:17:06;PLC_D;Conveyor misalignment; ;OK;114;1071;2081831702;17
INFO;2025-06-24 14:17:05;PLC_B;System running normally; ;ERR;118;1095;810656192;61
INFO;2025-06-24 14:17:04;PLC_A;System running normally; ;WARN;114;1012;2080349094;92
INFO;2025-06-24 14:17:03;PLC_D;System running normally; ;OK;105;1060;953320977;72
ERROR;2025-06-24 14:17:02;PLC_A;Valve stuck; ;OK;103;1006;1137468841;49
INFO;2025-06-24 14:17:01;PLC_D;System running normally; ;OK;118;1045;226431945;71
INFO;2025-06-24 14:17:00;PLC_D;System running normally; ;OK;121;1002;1409140493;57
INFO;2025-06-24 14:16:59;PLC_D;System running normally; ;WARN;119;1010;905136518;53
INFO;2025-06-24 14:16:58;PLC_D;System running normally; ;OK;116;1015;505762195;3
INFO;2025-06-24 14:16:57;PLC_B;System running normally; ;WARN;101;1097;987345568;38
INFO;2025-06-24 14:16:56;PLC_B;System running normally; ;ERR;110;1024;2045523030;86
INFO;2025-06-24 14:16:55;PLC_D;System running normally; ;ERR;120;1058;2060878983;97
INFO;2025-06-24 14:16:54;PLC_C;System running normally; ;OK;120;1085;513123181;1
INFO;2025-06-24 14:16:53;PLC_D;System running normally; ;WARN;109;1032;364493800;77
INFO;2025-06-24 14:16:52;PLC_B;System running normally; ;WARN;117;1014;1493692417;45
INFO;2025-06-24 14:16:51;PLC_D;System running normally; ;OK;116;1025;1246020000;38
INFO;2025-06-24 14:16:50;PLC_A;System running normally; ;WARN;120;1047;779772475;47
INFO;2025-06-24 14:16:49;PLC_A;System running normally; ;WARN;115;1002;497813779;64
INFO;2025-06-24 14:16:48;PLC_D;System running normally; ;ERR;119;1008;90770791;75
INFO;2025-06-24 14:16:47;PLC_A;System running normally; ;OK;113;1088;664352789;80
INFO;2025-06-24 14:16:46;PLC_D;System running normally; ;OK;109;1017;880896314;75
INFO;2025-06-24 14:16:45;PLC_A;System running normally; ;ERR;106;1046;519095898;54
INFO;2025-06-24 14:16:44;PLC_B;System running normally; ;ERR;108;1000;1174160767;29
INFO;2025-06-24 14:16:43;PLC_A;System running normally; ;OK;101;1051;104297104;83
INFO;2025-06-24 14:16:42;PLC_A;System running normally; ;WARN;121;1005;19507818;48
INFO;2025-06-24 14:16:41;PLC_D;System running normally; ;OK;103;1064;1444464702;7
INFO;2025-06-24 14:16:40;PLC_C;System running normally; ;WARN;109;1079;789569070;13
ERROR;2025-06-24 14:16:39;PLC_C;Sandextractor overload;5;WARN;115;1086;1616011250;28
INFO;2025-06-24 14:16:38;PLC_A;System running normally; ;WARN;108;1043;1624209059;26
INFO;2025-06-24 14:16:37;PLC_B;System running normally; ;ERR;114;1057;966197901;43
INFO;2025-06-24 14:16:36;PLC_D;System running normally; ;WARN;119;1075;1698043823;63
INFO;2025-06-24 14:16:35;PLC_D;System running normally; ;WARN;121;1033;902286343;27
INFO;2025-06-24 14:16:34;PLC_D;System running normally; ;OK;121;1082;188822253;25
INFO;2025-06-24 14:16:33;PLC_D;System running normally; ;OK;120;1100;74552067;41
INFO;2025-06-24 14:16:32;PLC_D;System running normally; ;OK;101;1092;506253408;79
INFO;2025-06-24 14:16:31;PLC_B;System running normally; ;ERR;101;1003;313854640;55
ERROR;2025-06-24 14:16:30;PLC_A;Sandextractor overload;8;OK;121;1062;2118963635;72
INFO;2025-06-24 14:16:29;PLC_C;System running normally; ;WARN;114;1085;617990226;43
INFO;2025-06-24 14:16:28;PLC_C;System running normally; ;ERR;104;1048;383983958;68
INFO;2025-06-24 14:16:27;PLC_D;System running normally; ;OK;108;1086;1273068774;22
INFO;2025-06-24 14:16:26;PLC_A;System running normally; ;ERR;102;1070;459774956;44
INFO;2025-06-24 14:16:25;PLC_C;System running normally; ;WARN;118;1010;689180284;96
INFO;2025-06-24 14:16:24;PLC_C;System running normally; ;WARN;104;1043;1665073174;85
INFO;2025-06-24 14:16:23;PLC_A;System running normally; ;WARN;106;1096;249915569;62
INFO;2025-06-24 14:16:22;PLC_A;System running normally; ;ERR;117;1064;148015914;85
INFO;2025-06-24 14:16:21;PLC_C;System running normally; ;OK;114;1010;1491262429;16
INFO;2025-06-24 14:16:20;PLC_A;System running normally; ;WARN;102;1063;861063865;93
INFO;2025-06-24 14:16:19;PLC_B;System running normally; ;WARN;112;1011;875205326;86
INFO;2025-06-24 14:16:18;PLC_A;System running normally; ;OK;112;1092;1960382708;88
INFO;2025-06-24 14:16:17;PLC_C;System running normally; ;WARN;107;1044;1682031069;55
INFO;2025-06-24 14:16:16;PLC_B;System running normally; ;OK;114;1031;1447715232;26
INFO;2025-06-24 14:16:15;PLC_C;System running normally; ;OK;102;1011;418267594;35
INFO;2025-06-24 14:16:14;PLC_D;System running normally; ;OK;111;1024;1119219234;3
INFO;2025-06-24 14:16:13;PLC_C;System running normally; ;WARN;113;1004;564783992;90
ERROR;2025-06-24 14:16:12;PLC_A;Temperature warning; ;WARN;106;1060;1840842781;73
INFO;2025-06-24 14:16:11;PLC_D;System running normally; ;ERR;104;1082;1489404564;47
ERROR;2025-06-24 14:16:10;PLC_D;Valve stuck; ;OK;113;1077;285104254;28
INFO;2025-06-24 14:16:09;PLC_A;System running normally; ;ERR;118;1085;492363021;38
INFO;2025-06-24 14:16:08;PLC_A;System running normally; ;OK;116;1042;2059135465;17
ERROR;2025-06-24 14:16:07;PLC_B;Sandextractor overload;10;ERR;104;1054;1706413608;14
INFO;2025-06-24 14:16:06;PLC_C;System running normally; ;OK;118;1097;485546717;72
INFO;2025-06-24 14:16:05;PLC_C;System running normally; ;WARN;117;1080;1772130357;89
INFO;2025-06-24 14:16:04;PLC_C;System running normally; ;ERR;111;1088;314663317;54
INFO;2025-06-24 14:16:03;PLC_D;System running normally; ;OK;101;1027;551088789;36
INFO;2025-06-24 14:16:02;PLC_C;System running normally; ;ERR;113;1097;375543960;34
ERROR;2025-06-24 14:16:01;PLC_A;Temperature warning; ;OK;107;1099;620711621;71
INFO;2025-06-24 14:16:00;PLC_B;System running normally; ;WARN;117;1034;799166525;7
INFO;2025-06-24 14:15:59;PLC_A;System running normally; ;OK;108;1088;156787338;24
INFO;2025-06-24 14:15:58;PLC_C;System running normally; ;WARN;101;1087;45381447;12
INFO;2025-06-24 14:15:57;PLC_C;System running normally; ;WARN;110;1043;1142742431;35
INFO;2025-06-24 14:15:56;PLC_A;System running normally; ;WARN;108;1064;1100924336;90
INFO;2025-06-24 14:15:55;PLC_C;System running normally; ;WARN;111;1092;1544044360;48
ERROR;2025-06-24 14:15:54;PLC_A;Temperature warning; ;OK;114;1021;847254594;86
INFO;2025-06-24 14:15:53;PLC_B;System running normally; ;OK;105;1008;290025744;6
INFO;2025-06-24 14:15:52;PLC_D;System running normally; ;ERR;121;1001;142613720;13
ERROR;2025-06-24 14:15:51;PLC_C;Sandextractor overload;4;OK;105;1066;1127794174;94
INFO;2025-06-24 14:15:50;PLC_D;System running normally; ;OK;102;1043;1064777590;97
INFO;2025-06-24 14:15:49;PLC_A;System running normally; ;ERR;103;1060;1454309302;60
INFO;2025-06-24 14:15:48;PLC_B;System running normally; ;OK;112;1084;920562829;81
INFO;2025-06-24 14:15:47;PLC_B;System running normally; ;WARN;114;1025;1674073309;36
INFO;2025-06-24 14:15:46;PLC_D;System running normally; ;OK;118;1080;2147054056;72
INFO;2025-06-24 14:15:45;PLC_A;System running normally; ;ERR;109;1076;1327155766;68
ERROR;2025-06-24 14:15:44;PLC_C;Valve stuck; ;OK;102;1048;1177682548;62
ERROR;2025-06-24 14:15:43;PLC_A;Sandextractor overload;7;OK;119;1022;2085108772;83
ERROR;2025-06-24 14:15:42;PLC_B;Valve stuck; ;WARN;107;1088;1141201113;12
INFO;2025-06-24 14:15:41;PLC_A;System running normally; ;OK;109;1033;1314799881;78
INFO;2025-06-24 14:15:40;PLC_D;System running normally; ;WARN;109;1085;1034567542;12
INFO;2025-06-24 14:15:39;PLC_A;System running normally; ;WARN;121;1075;760368823;48
INFO;2025-06-24 14:15:38;PLC_B;System running normally; ;OK;106;1076;1913942816;93
ERROR;2025-06-24 14:15:37;PLC_A;Temperature warning; ;WARN;107;1005;443907089;33
INFO;2025-06-24 14:15:36;PLC_C;System running normally; ;OK;103;1007;1280943331;41
INFO;2025-06-24 14:15:35;PLC_A;System running normally; ;OK;105;1068;46680858;88
INFO;2025-06-24 14:15:34;PLC_D;System running normally; ;OK;116;1024;1742174199;95
INFO;2025-06-24 14:15:33;PLC_A;System running normally; ;OK;114;1079;1944465015;99
